lat,lon,tree_density,building_density,avg_temp
43.843171514007,-79.44308800568155,0.0,0.0,26.664516129032258
43.74340294421062,-79.2612119375325,0.0008927010082724,1.2956735841192475,25.65806451612903
43.62542432567815,-79.56126824090688,0.0,35.8614351828715,26.329032258064515
43.821962159339535,-79.60716206450414,0.0,0.0,26.441935483870967
43.77458969316266,-79.32788361292745,0.0007014079350711,4.311214315387113,26.44193548387097
43.85081277630765,-79.62587700448542,0.0,0.0,26.441935483870967
43.63605073451893,-79.21256726587767,0.0,0.0,22.816129032258054
43.632817673938646,-79.54779884727053,0.0022636346995479,0.8814913366274691,26.277419354838706
43.72616185016541,-79.48238956840069,0.0001275287154674,1.8056241546850864,26.632258064516126
43.6608515153054,-79.41822506659953,0.0036664505696902,0.9712849691311196,26.10645161290322
43.61767767212792,-79.3267095789588,0.0,0.0,23.054838709677412
43.682551201272325,-79.48972626967397,0.0012752871546748,2.0956460492453526,26.709677419354843
43.7969285565397,-79.40217821952952,0.0018491663742785,0.9612830342682454,26.76451612903226
43.723962770820755,-79.53639054213431,0.0014665802278761,1.04749009530985,26.60967741935484
43.592159031230906,-79.33742295098601,0.0,0.0,23.054838709677412
43.626269310937055,-79.32869005574895,0.0,0.0,23.054838709677412
43.84473434861699,-79.60303028827089,0.0,0.0,26.441935483870967
43.79935117252131,-79.13890833420085,0.0007014079350711,1.126913510217585,25.441935483870967
43.608347118857154,-79.48516429438168,0.0,0.0,26.629032258064516
43.70005561457607,-79.28709479476518,0.0006695257562043,2.60138838217705,24.861290322580643
43.7192113221824,-79.57655422531714,0.0006695257562043,1.733405740085766,26.454838709677418
43.83401252968605,-79.61912822489504,0.0,0.0,26.39677419354839
43.76447370200464,-79.5048903431171,0.0015941089433436,4.379276871438941,26.632258064516126
43.72481733842087,-79.47857039707128,0.0006376435773374,1.4115088651923116,25.60645161290322
43.630675885066054,-79.35990290827273,0.0,0.0,23.054838709677412
43.7901436644762,-79.13715284148431,0.0011477584392073,0.774885804676922,26.119354838709675
43.82340740107741,-79.15166488324672,0.0,0.0,25.241935483870968
43.8335857766195,-79.32789840594192,0.0,0.0,26.722580645161297
43.63688819510533,-79.5957801829438,0.0,0.0,26.1774193548387
43.67284275818031,-79.61724298121956,0.0,0.0,26.900000000000002
43.655673976363346,-79.44065687443397,0.0022955168784147,2.41742374885122,26.058064516129022
43.675912210547416,-79.21329401788311,0.0,0.0,25.219354838709673
43.73126951893332,-79.49428617208224,0.0016259911222104,0.9191275120291172,26.732258064516127
43.803783516311505,-79.56479126556474,0.0,0.0,26.596774193548388
43.8551571967889,-79.59787576928143,0.0,0.0,26.34193548387097
43.632773698799824,-79.24367244435247,0.0,0.0,23.054838709677412
43.808299576080486,-79.63463361557575,0.0,0.0,26.54193548387097
