AREA_NAME,tree_density,lat,lon,avg_temp
Mount Dennis,2147.5920157863275,43.688144079054645,-79.4999890316324,26.709677419354843
Lambton Baby Point,2695.043841734074,43.657418716535936,-79.4960436452039,26.754838709677422
Weston,1876.7386614351408,43.702716039849584,-79.51572251256897,26.65483870967742
Beechborough-Greenbrook,1697.768416752115,43.69321649401057,-79.47947247163275,25.958064516129028
Rockcliffe-Smythe,1796.510238510568,43.67479054390105,-79.49441950152394,26.754838709677422
Keelesdale-Eglinton West,1350.3691409013916,43.68572749981123,-79.47143782185346,26.00645161290322
Palmerston-Little Italy,1817.0979911241736,43.65915710734563,-79.41840871211508,26.10645161290322
University,1694.4153253171953,43.662506243664936,-79.40117981831793,26.10645161290322
Kensington-Chinatown,1361.2452054612004,43.653554193100106,-79.39723983081387,26.42903225806452
North St.James Town,1401.1992229948244,43.669621721636105,-79.37524685861742,26.058064516129022
Moss Park,1321.4954145398294,43.656528121637706,-79.36745408077326,26.206451612903233
Regent Park,1154.892435566406,43.659992152698166,-79.36050882728021,26.206451612903233
Cabbagetown-South St.James Town,2586.8904553608827,43.66764773072786,-79.36610664430573,26.058064516129022
South Riverdale,1401.0644044994658,43.64920020747761,-79.33561753103089,23.003225806451606
Blake-Jones,1893.3090948477657,43.67617291169731,-79.33739418824243,24.96129032258065
North Riverdale,2137.662352487529,43.671995197595315,-79.35126047739641,26.10645161290322
Playter Estates-Danforth,2162.037957677917,43.67970047439258,-79.35488726970624,26.00645161290322
Danforth,1804.09435578004,43.684025515759714,-79.32981928221362,24.919354838709683
Greenwood-Coxwell,1992.0416074895604,43.6726122969214,-79.3243180224837,25.061290322580643
Woodbine Corridor,2320.03686178313,43.67677292227908,-79.31540737608914,25.019354838709674
The Beaches,2279.376285803351,43.67105017594052,-79.29960096795283,25.119354838709675
East End-Danforth,2070.874764741528,43.6841739760095,-79.29935858983197,24.861290322580643
Taylor-Massey,2068.894399386087,43.69499822074043,-79.29590117235236,24.861290322580643
Woodbine-Lumsden,1898.3894783305404,43.69410689807319,-79.31116365537063,24.861290322580643
Danforth East York,1664.0696733277832,43.689468107698545,-79.33140333151731,24.919354838709683
Old East York,2217.144548229303,43.69678127547552,-79.33548832161338,24.861290322580643
Runnymede-Bloor West Village,2065.7419157065997,43.659268318300654,-79.48570910702875,26.754838709677422
High Park North,2174.5126465259286,43.65756492516393,-79.46630217432165,26.058064516129022
High Park-Swansea,2692.989532551969,43.64506439794435,-79.46787113217178,26.529032258064518
Roncesvalles,1779.323339581573,43.64612298546963,-79.44299243494908,26.42903225806452
South Parkdale,1602.5176507464505,43.63669950125784,-79.43933810830005,26.477419354838712
Little Portugal,1204.4395596281015,43.64753592658351,-79.43032270030174,26.42903225806452
Dufferin Grove,1520.2504549166233,43.65542828713604,-79.43734072470217,26.37741935483871
Trinity-Bellwoods,1644.8747966883586,43.65017632041996,-79.41534213624061,26.42903225806452
Don Valley Village,2165.008167923942,43.78329367078484,-79.35364433014436,26.44193548387097
Pleasant View,2024.2916767341776,43.78698174578379,-79.33494842449517,26.406451612903233
Flemingdon Park,2260.961391158902,43.71592975822682,-79.33264601974145,24.861290322580643
Victoria Village,1943.1205954429247,43.72848893922025,-79.31487360646607,25.819354838709682
Banbury-Don Mills,2334.634929320136,43.737658379114215,-79.34971821218096,26.641935483870967
Bridle Path-Sunnybrook-York Mills,3042.8683729441836,43.73101207617263,-79.37890090954437,26.641935483870967
St.Andrew-Windfields,2514.5815426538584,43.75626460888419,-79.37914576930116,26.44193548387097
Bedford Park-Nortown,2458.190252749807,43.73148626038895,-79.4202273463375,26.44193548387097
Lansing-Westgate,2996.1018613178016,43.754271165837814,-79.42474770052445,26.44193548387097
Willowdale West,2461.3078865521416,43.771210499013506,-79.4275577617623,26.34193548387097
Newtonbrook West,2201.3947180360115,43.785829942747505,-79.43142147978126,26.34193548387097
Westminster-Branson,2482.3947263616506,43.77881320255321,-79.45241821569685,26.34193548387097
Bathurst Manor,2485.731439468694,43.76481318235098,-79.45605515634868,26.34193548387097
Clanton Park,1750.961272869078,43.74197531456632,-79.44637149388511,26.34193548387097
Englemount-Lawrence,2049.09218704081,43.72034465790401,-79.43740854976178,25.60645161290322
Yorkdale-Glen Park,1207.125950778452,43.71467152703632,-79.45710804933856,25.60645161290322
Brookhaven-Amesbury,1659.104988768332,43.70132632076196,-79.48558919850608,26.65483870967742
Maple Leaf,2131.0153135260166,43.71557394405631,-79.48075800265008,26.409677419354832
Rustic,1817.897165438487,43.71160911676088,-79.49809146006399,26.709677419354843
York University Heights,1301.402402257426,43.76573684112982,-79.48888263656576,26.53225806451613
Glenfield-Jane Heights,1742.2882940745535,43.74563454222452,-79.51346261115245,26.732258064516127
Broadview North,2381.4736367930172,43.68882512512542,-79.3556295055151,26.00645161290322
Leaside-Bennington,2677.9623535733544,43.70379655425042,-79.36607191659597,25.90645161290322
Thorncliffe Park,1605.062911336957,43.70774947192236,-79.3499835055101,25.958064516129028
O'Connor-Parkview,2386.8544266539693,43.70680048326812,-79.31222767104371,24.861290322580643
Henry Farm,1526.4689914496591,43.77114378282683,-79.34123765697521,26.44193548387097
Bayview Village,2709.5740191931945,43.77636044451516,-79.37711701061704,26.54193548387096
Newtonbrook East,2466.5403271137216,43.79153579322326,-79.40593742456872,26.34193548387097
Bayview Woods-Steeles,2887.7896896345997,43.79680188325727,-79.38211791936969,26.964516129032255
Hillcrest Village,1994.7832442300587,43.80298784191191,-79.35480395593255,26.76451612903226
Alderwood,1641.8969664448523,43.60493690435174,-79.54161089766735,26.42903225806452
Long Branch,2105.7391001208466,43.59236204493955,-79.53334505744947,26.529032258064518
New Toronto,1465.11723549099,43.600581512352605,-79.51036142188147,26.529032258064518
Stonegate-Queensway,2270.8445539830655,43.635518127708096,-79.50112815190603,26.37741935483871
Kingsway South,2731.442156186072,43.653520404135854,-79.51057673791227,26.329032258064515
Etobicoke West Mall,1905.471029569744,43.64506312367211,-79.56893828239946,26.1774193548387
Markland Wood,2224.155933330224,43.63354186939507,-79.57343130084416,26.22903225806451
Eringate-Centennial-West Deane,1956.5873180410397,43.6580166552262,-79.58044513764189,26.554838709677412
Princess-Rosethorn,2335.553785874091,43.66605059008389,-79.54455926258024,26.554838709677412
Edenbridge-Humber Valley,2607.754222702944,43.6708858622117,-79.52245774380603,26.65483870967742
Humber Heights-Westmount,2573.9297111691176,43.692232770073865,-79.5224161602827,26.554838709677412
Willowridge-Martingrove-Richview,2062.7257296320604,43.68364497962498,-79.55422094785791,26.509677419354833
Kingsview Village-The Westway,1969.4440507192048,43.69899257895514,-79.5478632771041,26.509677419354833
Elms-Old Rexdale,2251.3909022553826,43.721519439916214,-79.54898247606685,26.65483870967742
Rexdale-Kipling,2295.6086787940085,43.7237254658865,-79.5662284083939,26.509677419354833
Thistletown-Beaumond Heights,2774.923269296743,43.737987908614535,-79.56349097646614,26.832258064516136
Mount Olive-Silverstone-Jamestown,2046.100699016922,43.74686780415968,-79.58725924569093,26.780645161290323
West Humber-Clairville,946.6803573911482,43.71618022722265,-79.59635614298944,26.454838709677418
Black Creek,1687.100392522424,43.76489024291781,-79.52197929590314,26.580645161290327
Pelmo Park-Humberlea,1734.9458117388072,43.71751457186002,-79.52828215687491,26.65483870967742
Humbermede,1648.0137538554884,43.74342951652408,-79.54236707614746,26.980645161290322
Humber Summit,996.2452581041556,43.758919776889506,-79.55617460065676,26.832258064516136
